onset	duration	trial_type	direction	speedDegVA	target	event	block	keyName
136.198179	1.20084	motion	0	15	0	9	6	n/a
137.53248	1.200869	motion	180	15	0	10	6	n/a
138.867163	1.20051	motion	0	15	1	11	6	n/a
140.201071	1.200868	motion	180	15	0	12	6	n/a
149.574409	1.20098	static	-1	15	0	1	7	n/a
150.908787	1.200907	static	-1	15	0	2	7	n/a
152.243092	1.200889	static	-1	15	0	3	7	n/a
153.577419	1.20086	static	-1	15	0	4	7	n/a
154.911688	1.200879	static	-1	15	0	5	7	n/a
156.246007	1.200834	static	-1	15	1	6	7	n/a
157.580266	1.200896	static	-1	15	0	7	7	n/a
158.914558	1.200907	static	-1	15	0	8	7	n/a
160.248869	1.200889	static	-1	15	0	9	7	n/a
161.583153	1.200868	static	-1	15	0	10	7	n/a
162.917474	1.200863	static	-1	15	0	11	7	n/a
164.251726	1.200892	static	-1	15	0	12	7	n/a
173.624948	1.201088	motion	0	15	0	1	8	n/a
174.959473	1.200834	motion	180	15	0	2	8	n/a
176.293753	1.200874	motion	0	15	0	3	8	n/a
177.62808	1.200881	motion	180	15	0	4	8	n/a
178.962368	1.200842	motion	0	15	0	5	8	n/a
180.296671	1.200872	motion	180	15	0	6	8	n/a
181.647613	1.20088	motion	0	15	0	7	8	n/a
182.981962	1.200789	motion	180	15	0	8	8	n/a
184.316228	1.200844	motion	0	15	1	9	8	n/a
185.633776	1.200966	motion	180	15	0	10	8	n/a
186.96814	1.200849	motion	0	15	0	11	8	n/a
188.30244	1.200854	motion	180	15	0	12	8	n/a
197.675656	1.201075	static	-1	15	0	1	9	n/a
199.010104	1.200898	static	-1	15	1	2	9	n/a
200.344396	1.200863	static	-1	15	0	3	9	n/a
201.678762	1.200847	static	-1	15	0	4	9	n/a
203.013041	1.200834	static	-1	15	0	5	9	n/a
204.347336	1.200839	static	-1	15	0	6	9	n/a
205.681612	1.200825	static	-1	15	0	7	9	n/a
207.015905	1.200826	static	-1	15	0	8	9	n/a
208.35023	1.200916	static	-1	15	0	9	9	n/a
209.684465	1.200903	static	-1	15	0	10	9	n/a
211.018807	1.200884	static	-1	15	0	11	9	n/a
212.353075	1.200862	static	-1	15	0	12	9	n/a
221.727236	1.200097	motion	0	15	0	1	10	n/a
223.060821	1.200857	motion	180	15	0	2	10	n/a
224.395093	1.200866	motion	0	15	0	3	10	n/a
225.729405	1.20089	motion	180	15	0	4	10	n/a
227.046905	1.200971	motion	0	15	0	5	10	n/a
228.381264	1.200936	motion	180	15	1	6	10	n/a
229.715563	1.200937	motion	0	15	0	7	10	n/a
231.049886	1.200904	motion	180	15	0	8	10	n/a
232.384194	1.200851	motion	0	15	0	9	10	n/a
233.718512	1.200836	motion	180	15	0	10	10	n/a
235.052813	1.200829	motion	0	15	0	11	10	n/a
236.387066	1.20084	motion	180	15	0	12	10	n/a
245.762614	1.198765	static	-1	15	0	1	11	n/a
247.078083	1.200845	static	-1	15	0	2	11	n/a
248.412416	1.200856	static	-1	15	1	3	11	n/a
249.729814	1.201107	static	-1	15	0	4	11	n/a
251.06434	1.200839	static	-1	15	0	5	11	n/a
252.398627	1.200878	static	-1	15	0	6	11	n/a
253.732928	1.200849	static	-1	15	0	7	11	n/a
255.067196	1.200876	static	-1	15	0	8	11	n/a
256.401523	1.200847	static	-1	15	0	9	11	n/a
257.735818	1.200882	static	-1	15	0	10	11	n/a
259.070091	1.20089	static	-1	15	0	11	11	n/a
260.40438	1.200868	static	-1	15	0	12	11	n/a
269.777679	1.201007	motion	180	15	0	1	12	n/a
271.112102	1.2009	motion	0	15	0	2	12	n/a
272.446416	1.200872	motion	180	15	0	3	12	n/a
273.780673	1.200941	motion	0	15	0	4	12	n/a
275.114982	1.200906	motion	180	15	1	5	12	n/a
276.449322	1.200797	motion	0	15	0	6	12	n/a
277.800082	1.201037	motion	180	15	0	7	12	n/a
279.134569	1.200851	motion	0	15	0	8	12	n/a
280.468847	1.200868	motion	180	15	0	9	12	n/a
281.803142	1.200868	motion	0	15	0	10	12	n/a
283.137441	1.20084	motion	180	15	0	11	12	n/a
284.471752	1.200852	motion	0	15	0	12	12	n/a
