onset	duration	trial_type	event_number	coherence	coherence_scale	response_time	correct_response	subject_response	is_correct_response
2.014134	0.988297	0	1	0.784978	0.284978	0.989519	1	1	1
4.145197	0.992292	0	2	0.741024	0.241024	1.198946	1	1	1
6.512214	0.993121	0	3	0.698933	0.198933	1.222919	2	2	1
8.899416	0.988001	0	4	0.6624060000000001	0.162406	1.08563	1	1	1
11.145473	0.992641	0	5	0.63237	0.13237	1.239399	1	1	1
13.505717	0.999873	0	6	0.60844	0.10844	1.190733	1	1	1
15.850238	0.987904	0	7	0.589616	0.089616	1.205103	1	2	0
18.225573	0.995127	0	8	0.643696	0.143696	1.143767	1	2	0
20.529676	0.992612	0	9	0.720272	0.220272	1.15866	2	2	1
22.84221	0.996035	0	10	0.692186	0.192186	1.246807	1	2	0
25.219412	1.001069	0	11	0.772104	0.272104	1.173278	1	2	0
27.546346	0.9916740000000001	0	12	0.84945	0.34945	1.212068	2	2	1
29.899349	0.98878	0	13	0.828532	0.328532	1.228221	2	2	1
32.265427	0.989937	0	14	0.807644	0.307644	1.190381	2	2	1
34.602854	1.002469	0	15	0.78756	0.28756	1.038457	1	1	1
36.795099	0.994455	0	16	0.768775	0.268775	1.180283	1	1	1
39.114722	0.990406	0	17	0.751533	0.251533	1.22309	2	2	1
41.482931	0.988859	0	18	0.736487	0.236487	1.155987	1	1	1
43.786256	0.986221	0	19	0.722372	0.222372	1.094773	1	1	1
46.042562	0.996609	0	20	0.710068	0.210068	1.205554	2	2	1
48.393996	0.994883	0	21	0.698333	0.198333	1.222069	2	2	1
50.739137	1.000199	0	22	0.68825	0.18825	1.196365	2	2	1
53.083409	0.988932	0	23	0.678385	0.178385	1.157147	2	2	1
55.386386	0.987332	0	24	0.669606	0.169606	1.222	1	1	1
57.721877	0.9846510000000001	0	25	0.661572	0.161572	1.023509	1	1	1
59.8747	1.00047	0	26	0.653728	0.153728	1.262592	1	1	1
62.259206	0.9981179999999999	0	27	0.646412	0.146412	1.198125	1	2	0
64.61788	0.990447	0	28	0.667338	0.167338	1.230123	1	1	1
66.962104	0.994644	0	29	0.660222	0.160222	1.118504	2	2	1
69.20255400000001	0.987989	0	30	0.653242	0.153242	1.211705	2	2	1
71.561351	0.995796	0	31	0.646765	0.146765	1.141504	1	1	1
73.834222	0.9900139999999999	0	32	0.640953	0.140953	1.157962	2	2	1
76.138543	0.986669	0	33	0.6352449999999999	0.135245	1.220157	1	1	1
78.482113	0.993038	0	34	0.629609	0.129609	1.182536	2	2	1
80.794335	0.9984769999999999	0	35	0.624019	0.124019	1.238197	2	2	1
83.13849999999999	0.9880910000000001	0	36	0.619201	0.119201	1.141307	1	1	1
85.402134	0.989681	0	37	0.614493	0.114493	1.165022	2	2	1
87.721834	0.986967	0	38	0.609825	0.109825	1.140904	1	1	1
90.00979599999999	0.999167	0	39	0.605185	0.105185	1.2459	2	2	1
92.411002	0.999193	0	40	0.600419	0.100419	1.086316	2	1	0
94.626071	1.001411	0	41	0.613231	0.113231	1.286152	1	1	1
97.04179999999999	1.002037	0	42	0.60888	0.10888	1.116858	2	2	1
99.306241	0.986687	0	43	0.604539	0.104539	1.087157	1	1	1
101.531278	0.9971179999999999	0	44	0.600073	0.100073	1.189985	1	1	1
103.842182	0.985949	0	45	0.596298	0.09629799999999999	1.238583	2	2	1
106.20982	1.00055	0	46	0.592634	0.09263399999999999	1.229806	2	2	1
108.576763	0.9837050000000001	0	47	0.589026	0.08902599999999999	1.096359	2	2	1
110.78623	0.993163	0	48	0.585432	0.08543199999999999	1.095744	1	1	1
113.018199	0.994599	0	49	0.581863	0.08186300000000001	1.008941	2	2	1
115.179469	1.001848	0	50	0.578211	0.078211	1.221135	2	2	1
117.523591	0.991	0	51	0.574534	0.074534	1.156853	2	2	1
119.848556	0.998151	0	52	0.571406	0.071406	1.19987	1	2	0
122.187352	0.993497	0	53	0.581196	0.081196	1.134631	2	2	1
124.482163	0.998071	0	54	0.577701	0.07770100000000001	1.222506	1	2	0
126.857994	0.989401	0	55	0.587048	0.087048	1.166625	2	2	1
129.170298	0.994753	0	56	0.5838410000000001	0.083841	1.214682	1	2	0
131.530974	1.000461	0	57	0.5922770000000001	0.092277	1.131975	1	2	0
133.794389	0.986846	0	58	0.601855	0.101855	1.198382	2	2	1
136.154409	0.992848	0	59	0.598432	0.09843200000000001	1.215154	2	2	1
138.506443	0.990617	0	60	0.595406	0.095406	1.292341	2	2	1
