onset	duration	trial_type	event_number	coherence	coherence_scale	response_time	correct_response	subject_response	is_correct_response
2.01382	1.039418	1	1	0.568847	0.568847	0.642211	2	2	1
4.065488	1.007416	0	2	0.450307	0.450307	0.443709	1	1	1
6.08165	0.99305	1	3	0.34952	0.34952	0.396973	2	2	1
8.081697999999999	0.994525	1	4	0.271037	0.271037	0.614209	2	2	1
10.11744	1.011372	0	5	0.208787	0.208787	1.339837	1	1	1
12.608844	0.987391	0	6	0.160708	0.160708	1.297982	1	1	1
15.036408	0.9908400000000001	0	7	0.124492	0.124492	1.286598	1	1	1
17.461329	0.99947	1	8	0.095688	0.095688	1.276481	2	2	1
19.901044	0.991622	1	9	0.074957	0.074957	1.150704	2	1	0
22.180187	0.9970250000000001	1	10	0.119205	0.119205	1.260614	2	2	1
24.587909	0.987367	1	11	0.09471	0.09471	1.253717	2	2	1
26.996687	0.995383	1	12	0.07679999999999999	0.07679999999999999	1.269737	2	1	0
29.396345	0.9950329999999999	1	13	0.131658	0.131658	1.295051	2	2	1
31.843457	0.9969170000000001	0	14	0.108373	0.108373	1.294921	1	1	1
34.244491	0.995471	0	15	0.09054	0.09054	1.327253	1	1	1
36.691363	0.99804	0	16	0.07634199999999999	0.07634199999999999	1.422668	1	2	0
39.262307	0.993512	0	17	0.120091	0.120091	1.316563	1	1	1
41.708723	0.994901	0	18	0.101786	0.101786	1.454311	1	1	1
44.298814	0.987022	1	19	0.088396	0.088396	1.272358	2	2	1
46.706875	0.99563	0	20	0.07663200000000001	0.07663200000000001	1.567868	1	1	1
49.387217	0.996333	1	21	0.065564	0.065564	1.375022	2	2	1
51.899345	0.999563	0	22	0.055313	0.055313	1.309652	1	1	1
54.339347	0.992144	0	23	0.046642	0.046642	1.28844	1	1	1
56.738928	0.991293	1	24	0.040309	0.040309	1.318591	2	2	1
59.170377	0.993569	1	25	0.034558	0.034558	1.359704	2	1	0
61.65181	0.993501	0	26	0.050728	0.050728	1.325223	1	1	1
64.10829200000001	0.987186	1	27	0.044228	0.044228	1.229096	2	2	1
66.49157200000001	0.985285	0	28	0.038568	0.038568	1.29343	1	1	1
68.92365100000001	0.986914	0	29	0.033371	0.033371	1.120051	1	2	0
71.194909	0.99946	1	30	0.047912	0.047912	1.344095	2	1	0
73.66053599999999	1.000138	0	31	0.068173	0.068173	1.486254	1	1	1
76.275099	0.999484	1	32	0.060191	0.060191	1.295888	2	2	1
78.699556	0.991514	1	33	0.052019	0.052019	1.287238	2	1	0
81.115449	0.990623	1	34	0.071358	0.071358	1.262858	2	2	1
83.52473000000001	0.999659	0	35	0.063997	0.063997	1.277728	1	1	1
85.931288	0.99199	0	36	0.056504	0.056504	1.229946	1	2	0
88.316152	0.99021	1	37	0.074128	0.074128	1.318393	2	2	1
90.779653	0.99168	1	38	0.06730700000000001	0.06730700000000001	1.278578	2	1	0
93.20353799999999	1.001282	0	39	0.082969	0.082969	1.262341	1	1	1
95.594178	0.993453	1	40	0.076116	0.076116	1.390702	2	2	1
98.131353	0.98722	0	41	0.069479	0.069479	1.278656	1	1	1
100.547411	0.988155	1	42	0.06319900000000001	0.06319900000000001	1.269841	2	1	0
102.948938	0.9849	0	43	0.077834	0.077834	1.252488	1	2	0
105.36349	0.987856	0	44	0.096288	0.096288	1.261474	1	1	1
107.754884	0.996387	1	45	0.089897	0.089897	1.287558	2	2	1
110.188678	0.995185	0	46	0.083952	0.083952	1.293137	1	1	1
112.611485	0.988271	1	47	0.078306	0.078306	1.247293	2	2	1
115.012483	0.985418	0	48	0.07283299999999999	0.07283299999999999	1.284887	1	1	1
117.43621	0.994383	0	49	0.06768	0.06768	1.326889	1	1	1
119.899455	0.998202	1	50	0.062416	0.062416	1.340971	2	2	1
122.396653	1.00016	0	51	0.056962	0.056962	1.302985	1	1	1
124.828024	1.001372	0	52	0.051233	0.051233	1.343991	1	1	1
127.275352	0.986807	1	53	0.046896	0.046896	1.038821	2	1	0
129.452675	0.992324	1	54	0.059981	0.059981	1.118656	2	1	0
131.715549	0.996702	0	55	0.071979	0.071979	1.279857	1	1	1
134.122212	0.990493	1	56	0.067375	0.067375	1.296996	2	2	1
136.563641	0.998799	1	57	0.062654	0.062654	1.293306	2	1	0
138.995297	1.000045	1	58	0.073782	0.073782	1.216306	2	2	1
141.364594	0.99527	0	59	0.069449	0.069449	1.365125	1	1	1
143.859509	1.000188	0	60	0.065028	0.065028	1.294006	1	1	1
