onset	duration	trial_type	event_number	coherence	coherence_scale	response_time	correct_response	subject_response	is_correct_response
2.026977	0.994739	0	1	0.784978	0.284978	1.124595	1	1	1
4.288465	0.994739	0	2	0.741024	0.241024	1.144232	1	1	1
6.562216	0.994739	1	3	0.698933	0.198933	1.238773	2	2	1
8.920211	0.994739	1	4	0.6624060000000001	0.162406	1.327996	2	2	1
11.372467	0.994739	0	5	0.63237	0.13237	1.139463	1	1	1
13.619902	0.994739	1	6	0.60844	0.10844	1.395217	2	2	1
16.131801	0.994739	0	7	0.589616	0.089616	1.019337	1	1	1
18.273703	0.994739	0	8	0.573843	0.07384300000000001	1.182073	1	1	1
20.579344	0.994739	0	9	0.562462	0.062462	1.243969	1	1	1
22.939893	0.994739	0	10	0.55236	0.05236	1.306934	1	1	1
25.372728	0.994739	0	11	0.544773	0.044773	1.403564	1	1	1
27.899137	0.994739	1	12	0.5384910000000001	0.038491	1.244892	2	2	1
30.276315	0.994739	0	13	0.532738	0.032738	1.171253	1	1	1
32.564129	0.994739	1	14	0.527527	0.027527	1.387592	2	1	0
35.067084	0.994739	1	15	0.5404330000000001	0.040433	1.460309	2	1	0
37.667681	0.994739	1	16	0.55897	0.05897	1.155143	2	2	1
39.954811	0.994739	1	17	0.5505139999999999	0.050514	1.220955	2	1	0
42.285348	0.994739	0	18	0.571676	0.071676	1.204308	1	1	1
44.619854	0.994739	0	19	0.562949	0.062949	1.323092	1	1	1
47.075464	0.994739	1	20	0.55482	0.05482	1.213054	2	2	1
49.435318	0.994739	0	21	0.547941	0.047941	1.141462	1	1	1
51.697829	0.994739	0	22	0.542667	0.042667	1.173853	1	1	1
54.003625	0.994739	0	23	0.5377960000000001	0.037796	1.236988	1	1	1
56.364314	0.994739	1	24	0.5332249999999999	0.033225	1.251157	2	2	1
58.730546	0.994739	0	25	0.528984	0.028984	1.14106	1	1	1
61.002968	0.994739	1	26	0.524906	0.024906	1.45994	2	2	1
63.595579	0.994739	0	27	0.522322	0.022322	1.099387	1	1	1
65.795221	0.994739	1	28	0.51995	0.01995	1.340515	2	2	1
68.250879	0.994739	0	29	0.517754	0.017754	1.268652	1	1	1
70.619541	0.994739	1	30	0.515703	0.015703	1.116458	2	1	0
72.843065	0.994739	0	31	0.521491	0.021491	1.108559	1	1	1
75.076131	0.994739	1	32	0.519262	0.019262	1.108188	2	1	0
77.282782	0.994739	0	33	0.525722	0.025722	1.292481	1	2	0
79.66031700000001	0.994739	0	34	0.535398	0.035398	1.107511	1	1	1
81.85954099999999	0.994739	1	35	0.5316419999999999	0.031642	1.148606	2	1	0
84.11586800000001	0.994739	1	36	0.541115	0.041115	1.250573	2	2	1
86.48340399999999	0.994739	1	37	0.537205	0.037205	1.316667	2	2	1
88.90780100000001	0.994739	1	38	0.533565	0.033565	1.226382	2	1	0
91.24322100000001	0.994739	1	39	0.542725	0.042725	1.316373	2	1	0
93.667658	0.994739	1	40	0.555165	0.055165	1.597963	2	1	0
96.403926	0.994739	1	41	0.569139	0.06913900000000001	1.210856	2	2	1
98.73099499999999	0.994739	0	42	0.563603	0.06360300000000001	1.133433	1	1	1
100.987836	0.994739	1	43	0.558297	0.058297	1.211988	2	2	1
103.305766	0.994739	0	44	0.55323	0.05323	1.070013	1	1	1
105.492043	0.994739	1	45	0.54861	0.04861	1.252267	2	1	0
107.859025	0.994739	1	46	0.5613629999999999	0.061363	1.292618	2	2	1
110.267557	0.994739	0	47	0.556555	0.056555	1.141071	1	1	1
112.524255	0.994739	0	48	0.551791	0.051791	1.130684	1	1	1
114.763497	0.994739	0	49	0.547735	0.047735	1.187953	1	1	1
117.075625	0.994739	1	50	0.544283	0.044283	1.236727	2	2	1
119.419234	0.994739	0	51	0.541007	0.041007	1.2529	1	1	1
121.779653	0.994739	0	52	0.537866	0.037866	1.195305	1	1	1
124.052091	0.994739	1	53	0.534822	0.034822	1.363147	2	2	1
126.515421	0.994739	1	54	0.5319120000000001	0.031912	1.412839	2	2	1
129.028409	0.994739	1	55	0.529027	0.029027	1.444671	2	1	0
131.58739	0.994739	1	56	0.536477	0.036477	1.532939	2	2	1
134.235455	0.994739	0	57	0.5336419999999999	0.033642	1.131287	1	1	1
136.483308	0.994739	1	58	0.530841	0.030841	1.477676	2	2	1
139.090732	0.994739	0	59	0.528052	0.028052	1.196061	1	1	1
141.404281	0.994739	0	60	0.525253	0.025253	1.211158	1	1	1
