onset	duration	trial_type	event_number	coherence	coherence_scale	response_time	correct_response	subject_response	is_correct_response
2.005598	0.991167	0	1	0.784978	0.284978	0.643852	2	2	1
4.000255	0.998711	0	2	0.741024	0.241024	0.6223379999999999	2	2	1
6.002283	1.008459	0	3	0.698933	0.198933	0.577009	1	1	1
8.018684	0.992511	0	4	0.6624060000000001	0.162406	0.677388	2	2	1
10.045368	1.000155	0	5	0.63237	0.13237	0.850544	2	2	1
12.050746	0.9940099999999999	0	6	0.60844	0.10844	0.761016	1	1	1
14.048812	0.996808	0	7	0.589616	0.089616	0.650029	1	1	1
16.050916	0.997985	0	8	0.573843	0.07384300000000001	0.7992050000000001	1	1	1
18.05417	0.995817	0	9	0.562462	0.062462	0.813997	1	1	1
20.054191	1.008023	0	10	0.55236	0.05236	0.725567	1	2	0
22.067459	0.994036	0	11	0.577732	0.077732	0.694213	1	1	1
24.065636	0.996873	0	12	0.5665519999999999	0.066552	0.6472830000000001	2	2	1
26.067693	0.993324	0	13	0.556832	0.056832	0.644386	2	1	0
28.064274	0.998408	0	14	0.5808	0.0808	0.76724	2	2	1
30.067975	0.9972490000000001	0	15	0.569831	0.069831	0.732479	1	1	1
32.070849	0.996909	0	16	0.560795	0.060795	0.649799	2	2	1
34.075904	1.001422	0	17	0.552581	0.052581	1.093199	2	2	1
36.285105	1.009149	0	18	0.546061	0.046061	0.645062	2	2	1
38.302365	0.991692	0	19	0.54068	0.04068	0.7269409999999999	1	1	1
40.297499	0.998015	0	20	0.5357	0.0357	0.765038	1	2	0
42.300156	0.995609	0	21	0.547465	0.047465	0.796223	1	2	0
44.300969	0.9961140000000001	0	22	0.5656060000000001	0.065606	0.665278	2	2	1
46.302255	0.997466	0	23	0.558117	0.058117	0.749183	1	1	1
48.305024	1.006557	0	24	0.5511509999999999	0.051151	0.65744	2	2	1
50.315769	0.996748	0	25	0.545799	0.045799	0.646726	2	2	1
52.317817	0.994564	0	26	0.541111	0.041111	0.7448709999999999	1	1	1
54.317664	0.993358	0	27	0.536726	0.036726	0.645012	2	2	1
56.314804	0.997834	0	28	0.532678	0.032678	0.748793	1	2	0
58.317924	0.996281	0	29	0.542811	0.042811	1.052431	2	2	1
60.515389	0.999356	0	30	0.5385529999999999	0.038553	0.768267	2	2	1
62.519726	0.997786	0	31	0.534518	0.034518	0.733295	1	1	1
64.52283300000001	1.005352	0	32	0.530741	0.030741	1.080025	2	2	1
66.72377299999999	1.005566	0	33	0.527049	0.027049	0.738851	2	2	1
68.734605	0.993715	0	34	0.523938	0.023938	0.561423	1	1	1
70.732461	0.995599	0	35	0.521654	0.021654	0.645595	2	2	1
72.731443	0.99603	0	36	0.519533	0.019533	0.649156	2	2	1
74.730919	0.997865	0	37	0.51755	0.01755	0.685663	1	1	1
76.732302	0.998946	0	38	0.515682	0.015682	0.8173319999999999	1	2	0
78.734678	1.011056	0	39	0.520995	0.020995	0.744754	1	2	0
80.751243	1.011018	0	40	0.527876	0.027876	0.778629	1	1	1
82.76758700000001	0.993553	0	41	0.524654	0.024654	0.993748	1	2	0
84.85817400000001	1.002655	0	42	0.533242	0.033242	1.002806	1	2	0
86.932301	0.996613	0	43	0.541803	0.041803	0.647136	2	2	1
88.934303	0.9937510000000001	0	44	0.5382940000000001	0.038294	0.614326	1	1	1
90.931304	0.999188	0	45	0.534921	0.034921	0.636674	2	1	0
92.934062	0.998453	0	46	0.543193	0.043193	0.702431	2	2	1
94.936221	1.009324	0	47	0.539782	0.039782	0.693002	2	2	1
96.95094899999999	0.993249	0	48	0.536508	0.036508	0.643261	1	2	0
98.947532	0.997947	0	49	0.544516	0.044516	0.715175	1	1	1
100.950833	0.99394	0	50	0.541194	0.041194	0.760777	2	2	1
102.948924	0.997084	0	51	0.538012	0.038012	0.666256	2	1	0
104.95249	0.9961719999999999	0	52	0.54725	0.04725	0.665314	2	2	1
106.954066	0.996749	0	53	0.54396	0.04396	0.666274	1	2	0
108.956205	1.004412	0	54	0.554156	0.054156	0.63823	1	1	1
110.964041	0.998448	0	55	0.549867	0.049867	0.731854	1	1	1
112.968156	0.9943650000000001	0	56	0.546594	0.046594	0.677574	1	1	1
114.967907	0.994502	0	57	0.543493	0.043493	0.628593	2	2	1
116.968123	0.994673	0	58	0.540528	0.040528	0.631115	1	1	1
118.968282	0.996837	0	59	0.5376649999999999	0.037665	0.748956	2	2	1
120.970509	0.997108	0	60	0.534876	0.034876	0.699716	2	1	0
