filename	acq_time
beh/sub-001_ses-sham_task-audMotionDirDiscrimination_run-001_events.tsv	2021-06-18T14:44:00
beh/sub-001_ses-sham_task-audMotionDirDiscrimination_run-002_events.tsv	2021-06-18T14:54:00
beh/sub-001_ses-sham_task-audInstrumentDiscrimination_run-001_events.tsv	2021-06-18T14:47:00
beh/sub-001_ses-sham_task-audInstrumentDiscrimination_run-002_events.tsv	2021-06-18T14:50:00
beh/sub-001_ses-sham_task-visMotionDirDiscrimination_run-001_events.tsv	2021-06-18T14:58:00
beh/sub-001_ses-sham_task-visMotionDirDiscrimination_run-002_events.tsv	2021-06-18T15:08:00
beh/sub-001_ses-sham_task-visColourDiscrimination_run-001_events.tsv	2021-06-18T15:01:00
beh/sub-001_ses-sham_task-visColourDiscrimination_run-002_events.tsv	2021-06-18T15:04:00
